destination,route,length,stops
PQC,"PQC,HAN,DME,LONDON",17.44774211669656,4
EBJ,"EBJ,BLL,LONDON",1.3786684231671187,3
KSU,"KSU,BGO,LONDON",2.294009158767821,3
EVE,"EVE,BOO,BGO,LONDON",3.492519221942675,4
BBK,"BBK,MUB,WDH,LAD,LONDON",15.667095428685956,5
GBE,"GBE,LUN,AMS,LONDON",15.470774446167308,4
MUB,"MUB,WDH,LAD,LONDON",15.167725266751445,4
FRW,"FRW,JNB,LONDON",16.062967229874012,3
AKJ,"AKJ,HND,LONDON",17.523573676308764,3
HKD,"HKD,CTS,UUS,KHV,YKS,LED,LONDON",16.13574893314325,7
KMQ,"KMQ,ICN,LONDON",16.242030779291408,3
OKJ,"OKJ,ICN,LONDON",15.97123098486714,3
TXN,"TXN,XIY,HEL,LONDON",15.471286642559884,4
PLQ,"PLQ,CPH,LONDON",2.500020507123968,3
BKY,"BKY,KND,FIH,CDG,LONDON",13.19680590025603,5
KND,"KND,FIH,CDG,LONDON",12.649333105016225,4
BUX,"BUX,IRP,FKI,FIH,CDG,LONDON",13.870787290284268,6
GOM,"GOM,BKY,KND,FIH,CDG,LONDON",13.339354028987358,6
IRP,"IRP,FKI,FIH,CDG,LONDON",13.330084006215847,5
FBM,"FBM,FIH,CDG,LONDON",13.281567058040823,4
KGA,"KGA,FIH,CDG,LONDON",12.020431523847789,4
MJM,"MJM,FIH,CDG,LONDON",12.227237566405046,4
FKI,"FKI,FIH,CDG,LONDON",12.708446967410707,4
MDK,"MDK,FIH,CDG,LONDON",11.665838752201209,4
TSH,"TSH,FIH,CDG,LONDON",11.751659017523064,4
GMA,"GMA,MDK,FIH,CDG,LONDON",12.321516476577346,5
LJA,"LJA,FIH,CDG,LONDON",12.184852968315587,4
CYO,"CYO,HAV,LONDON",12.774672077757307,3
SCU,"SCU,SDQ,PUJ,LONDON",12.826160192355992,4
GEO,"GEO,POS,LONDON",12.777936504314935,3
BSG,"BSG,SSG,ABV,LONDON",9.373204058247381,4
AKU,"AKU,URC,TSE,LONDON",11.469103300086896,4
BPX,"BPX,LXA,KTM,DEL,LONDON",14.540097830252387,5
DAX,"DAX,PEK,LONDON",15.697554370622857,3
GYS,"GYS,PEK,LONDON",15.734186862892422,3
HYN,"HYN,PEK,LONDON",15.833302656663431,3
JDZ,"JDZ,XIY,HEL,LONDON",15.371204427690502,4
LZO,"LZO,XIY,HEL,LONDON",14.90751778390419,4
WUS,"WUS,XIY,HEL,LONDON",15.669888207483185,4
YCU,"YCU,URC,TSE,LONDON",14.102598782983968,4
CHG,"CHG,PEK,LONDON",14.178479202124777,3
CIF,"CIF,PEK,LONDON",14.088971218313286,3
CIH,"CIH,TYN,URC,TSE,LONDON",14.3520257038824,5
KRL,"KRL,URC,TSE,LONDON",10.822293037307247,4
YIN,"YIN,URC,TSE,LONDON",11.193728788636243,4
YIW,"YIW,PEK,LONDON",15.631841386771056,3
DDG,"DDG,PEK,LONDON",14.666934512866478,3
HIJ,"HIJ,ICN,LONDON",15.875582842051518,3
FNJ,"FNJ,PEK,LONDON",14.880126393965744,3
FUG,"FUG,XIY,HEL,LONDON",14.869768542065414,4
HLD,"HLD,HTA,UUD,KJA,LED,LONDON",12.843650207632235,6
HLH,"HLH,PEK,LONDON",14.907432819338407,3
HMI,"HMI,URC,TSE,LONDON",11.231206605175267,4
HSN,"HSN,PVG,LONDON",15.629346348483468,3
HTN,"HTN,URC,TSE,LONDON",12.036999992312547,4
YNJ,"YNJ,PEK,LONDON",15.432869484127425,3
JGS,"JGS,XIY,HEL,LONDON",15.4356131436335,4
JIU,"JIU,PEK,LONDON",15.494378740518037,3
JNZ,"JNZ,TAO,PEK,LONDON",15.372960453835088,4
JUZ,"JUZ,NAY,NZH,KJA,LED,LONDON",16.304162921096097,6
LZH,"LZH,CTU,LONDON",15.304814479047126,3
MDG,"MDG,SHE,FRA,LONDON",15.502783197060637,4
MWX,"MWX,PEK,LONDON",15.294259699733818,3
NDG,"NDG,PEK,LONDON",15.224463230854518,3
RLK,"RLK,INC,URC,TSE,LONDON",13.655483388210762,5
TAE,"TAE,ICN,LONDON",15.193689161649901,3
TGO,"TGO,HLD,HTA,UUD,KJA,LED,LONDON",13.933419099794413,7
ULN,"ULN,SVO,LONDON",11.893025946275127,3
WUA,"WUA,HET,URC,TSE,LONDON",14.478757840949019,5
XFN,"XFN,PEK,LONDON",15.17805228468439,3
XIL,"XIL,PEK,LONDON",14.29056284227164,3
PEU,"PEU,LCE,RTB,MIA,LONDON",14.5925667827023,5
AVN,"AVN,LIG,LONDON",1.6755587674014223,3
POM,"POM,NRT,LONDON",24.434830841826933,3
BUA,"BUA,POM,NRT,LONDON",25.993775232069936,4
RAB,"RAB,POM,NRT,LONDON",25.774604851672187,4
DAU,"DAU,POM,NRT,LONDON",25.171628449400238,4
LAE,"LAE,POM,NRT,LONDON",24.975026021127896,4
UNG,"UNG,POM,NRT,LONDON",25.68642168215191,4
GKA,"GKA,POM,NRT,LONDON",25.142500548589545,4
HGU,"HGU,POM,NRT,LONDON",25.293681506105433,4
MAG,"MAG,POM,NRT,LONDON",25.26281479924014,4
GUR,"GUR,POM,NRT,LONDON",25.025686215668355,4
LSA,"LSA,GUR,POM,NRT,LONDON",25.38711857911454,5
MIS,"MIS,GUR,POM,NRT,LONDON",25.48730431244401,5
PNP,"PNP,POM,NRT,LONDON",24.66660564558501,4
MXH,"MXH,POM,NRT,LONDON",25.362188165459216,4
TBG,"TBG,POM,NRT,LONDON",25.779775403288053,4
TIZ,"TIZ,POM,NRT,LONDON",25.464501589707986,4
WWK,"WWK,POM,NRT,LONDON",25.70223406509723,4
HKN,"HKN,POM,NRT,LONDON",25.37651167172874,4
KVG,"KVG,POM,NRT,LONDON",25.868324136963835,4
MAS,"MAS,POM,NRT,LONDON",25.803321213202505,4
LNV,"LNV,POM,NRT,LONDON",25.983557018671277,4
TFI,"TFI,POM,NRT,LONDON",24.824920628940767,4
FSZ,"FSZ,ICN,LONDON",16.578619232409757,3
TNN,"TNN,HKG,LONDON",17.12032034008235,3
KMI,"KMI,ICN,LONDON",16.040179944823183,3
TOY,"TOY,ICN,LONDON",16.348801539422794,3
CMW,"CMW,YUL,LONDON",13.195190209074504,3
GAO,"GAO,HAV,LONDON",13.840927590075609,3
KHV,"KHV,YKS,LED,LONDON",14.154014237431838,4
USM,"USM,BKK,LONDON",16.727342999915923,3
VVO,"VVO,IKT,KJA,LED,LONDON",14.699916711485269,5
AAT,"AAT,URC,TSE,LONDON",11.112326173525615,4
ACX,"ACX,KWE,URC,TSE,LONDON",15.1099450591122,5
AQG,"AQG,WUH,XIY,HEL,LONDON",15.286719627528184,5
BFJ,"BFJ,CKG,URC,TSE,LONDON",14.727170601875489,5
BSD,"BSD,KMG,CTU,LONDON",15.477650999121462,4
HZH,"HZH,KWE,URC,TSE,LONDON",15.078402988510305,5
JNG,"JNG,PEK,LONDON",14.438861440803983,3
LYG,"LYG,PEK,LONDON",14.67206934774801,3
NAO,"NAO,XIY,HEL,LONDON",14.546201353063669,4
NNY,"NNY,CGO,URC,TSE,LONDON",14.858605256163749,5
KIJ,"KIJ,HRB,NZH,KJA,LED,LONDON",16.092258726846502,6
KCA,"KCA,URC,TSE,LONDON",11.106321844408951,4
LNJ,"LNJ,KMG,CTU,LONDON",15.391586577063853,4
WNH,"WNH,KMG,CTU,LONDON",15.269617923308488,4
ZAT,"ZAT,CKG,URC,TSE,LONDON",14.875335209422037,5
KRY,"KRY,URC,TSE,LONDON",10.839306821731391,4
NLT,"NLT,URC,TSE,LONDON",10.929589400721667,4
OSS,"OSS,DME,LONDON",9.270792385308585,3
TCG,"TCG,URC,TSE,LONDON",11.117364349598736,4
ENY,"ENY,XIY,HEL,LONDON",14.166786670364075,4
CEE,"CEE,LED,LONDON",4.243418468555712,3
VUS,"VUS,CEE,LED,LONDON",5.0559464450667715,4
KVK,"KVK,DME,LONDON",6.4940183171308155,3
NLA,"NLA,FBM,FIH,CDG,LONDON",13.613438118036782,5
OOL,"OOL,CNS,HKG,LONDON",27.791651315327776,4
AGH,"AGH,BMA,GOT,LONDON",3.155576838899192,4
KLR,"KLR,BMA,GOT,LONDON",2.918892066450981,4
RNB,"RNB,BMA,GOT,LONDON",3.0285432588467316,4
SDL,"SDL,GOT,LONDON",2.786626338635175,3
THN,"THN,BMA,GOT,LONDON",2.968217901778573,4
GSE,"GSE,LONDON",1.7462313590301721,2
BFV,"BFV,DMK,RGN,DAC,LONDON",16.478958589797845,5
CEI,"CEI,KMG,CTU,LONDON",15.9317769317382,4
CJM,"CJM,DMK,RGN,DAC,LONDON",16.579887476791665,5
UTH,"UTH,CNX,RGN,DAC,LONDON",16.299683933252837,5
KOP,"KOP,DMK,RGN,DAC,LONDON",16.91085524386292,5
LOE,"LOE,DMK,RGN,DAC,LONDON",16.628392411558792,5
MAQ,"MAQ,DMK,RGN,DAC,LONDON",16.579731238659182,5
NNT,"NNT,CNX,RGN,DAC,LONDON",15.898356672362203,5
NST,"NST,DMK,RGN,DAC,LONDON",16.94820314921345,5
PHS,"PHS,CNX,RGN,DAC,LONDON",16.013723750379,5
PRH,"PRH,DMK,RGN,DAC,LONDON",16.731166033605987,5
ROI,"ROI,DMK,RGN,DAC,LONDON",16.64391708908435,5
SNO,"SNO,DMK,RGN,DAC,LONDON",16.818757391248095,5
TST,"TST,DMK,RGN,DAC,LONDON",17.14561279868203,5
UBP,"UBP,BKK,LONDON",16.746306540567215,3
UNN,"UNN,DMK,RGN,DAC,LONDON",16.794673250280898,5
ABR,"ABR,MSP,LONDON",11.427415242536691,3
APN,"APN,DTW,LONDON",10.609710718075467,3
BIS,"BIS,MSP,LONDON",11.774023477986203,3
BJI,"BJI,MSP,LONDON",11.274400111735813,3
BRD,"BRD,MSP,LONDON",11.045060531660194,3
INL,"INL,MSP,LONDON",11.423164089849186,3
BTM,"BTM,SLC,MSP,LONDON",14.352542647867926,4
BTS,"BTS,LONDON",2.1865342712961255,2
CDC,"CDC,SLC,MSP,LONDON",13.986880527368282,4
CIU,"CIU,DTW,LONDON",10.840902868500121,3
CNY,"CNY,SLC,MSP,LONDON",13.884703853796648,4
COD,"COD,DEN,LONDON",13.544720865450552,3
CPR,"CPR,DEN,LONDON",13.112233785301525,3
DIK,"DIK,MSP,LONDON",12.025882642156112,3
DLH,"DLH,MSP,LONDON",11.12672350184348,3
ESC,"ESC,DTW,LONDON",10.89752440149962,3
PLN,"PLN,DTW,LONDON",10.729449409617168,3
EKO,"EKO,SLC,MSP,LONDON",13.927572239461895,4
GCC,"GCC,DEN,LONDON",13.335283797368849,3
RKS,"RKS,DEN,LONDON",13.190454452438019,3
HIB,"HIB,MSP,LONDON",11.20676362373309,3
IDA,"IDA,DEN,LONDON",13.721836956882496,3
IMT,"IMT,MSP,LONDON",11.427294021537303,3
RHI,"RHI,MSP,LONDON",11.249011303938172,3
ISN,"ISN,MSP,LONDON",12.200697348761294,3
JAC,"JAC,DEN,LONDON",13.583404062043035,3
KSC,"KSC,LONDON",2.6147376766266097,2
LNK,"LNK,MSP,LONDON",11.62801729613784,3
MOT,"MOT,MSP,LONDON",11.941504499249692,3
PIH,"PIH,SLC,MSP,LONDON",13.794830731964012,4
SGU,"SGU,DEN,LONDON",13.886712803898106,3
TWF,"TWF,SLC,MSP,LONDON",13.860839330619928,4
VEL,"VEL,SLC,MSP,LONDON",13.745607732734022,4
CSK,"CSK,DKR,LIS,LONDON",7.7321283588025365,4
ZIG,"ZIG,DKR,LIS,LONDON",7.739640237371258,4
CAB,"CAB,LAD,LONDON",12.035065732907679,3
SZA,"SZA,LAD,LONDON",11.928732633715258,3
CBT,"CBT,LAD,LONDON",12.073621309839274,3
VPE,"VPE,LAD,LONDON",12.981113137118713,3
LUO,"LUO,LAD,LONDON",12.730578463399654,3
MEG,"MEG,LAD,LONDON",11.978052176253428,3
MSZ,"MSZ,LAD,LONDON",12.603732241030704,3
NOV,"NOV,LAD,LONDON",12.265781199590537,3
SDD,"SDD,LAD,LONDON",12.526951865218232,3
SPP,"SPP,LAD,LONDON",12.749185480888348,3
SVP,"SVP,LAD,LONDON",12.344342772018528,3
TMS,"TMS,LIS,LONDON",10.229783042426542,3
VHC,"VHC,LAD,LONDON",12.726937390824437,3
SCO,"SCO,KRR,PRG,LONDON",6.558368095444191,4
CIT,"CIT,DME,LONDON",8.714110222504871,3
DMB,"DMB,DME,LONDON",8.835343102425536,3
DZN,"DZN,TSE,LONDON",8.743089656416565,3
KGF,"KGF,SVO,LONDON",8.303859749831162,3
KOV,"KOV,DME,LONDON",7.641523189499781,3
KSN,"KSN,VKO,LONDON",7.010667567318878,3
PLX,"PLX,TSE,LONDON",9.017858927390678,3
PPK,"PPK,TSE,LONDON",8.722263494761146,3
UKK,"UKK,DME,LONDON",9.24084205048867,3
GUW,"GUW,AMS,LONDON",6.222820630609409,3
KZO,"KZO,SCO,KRR,PRG,LONDON",8.485817020749614,5
URA,"URA,GUW,AMS,LONDON",6.970234721459587,4
RNN,"RNN,CPH,LONDON",1.8634136409086912,3
MOL,"MOL,BGO,LONDON",2.2126570210894436,3
SRP,"SRP,SVG,LONDON",1.6737311569014661,3
RYG,"RYG,LONDON",1.8641597668188394,2
ALF,"ALF,OSL,LONDON",4.03693107731919,3
KRN,"KRN,GEV,LLA,SDL,GOT,LONDON",3.9040824616569934,6
LLA,"LLA,SDL,GOT,LONDON",3.461819832119879,4
BDU,"BDU,OSL,LONDON",3.7376923447971055,3
BOJ,"BOJ,LONDON",3.8628072060777625,2
BOO,"BOO,BGO,LONDON",3.2144451105108676,3
KRP,"KRP,CPH,LONDON",2.0064024790701547,3
HAU,"HAU,LONDON",1.5619700079991419,2
KKN,"KKN,OSL,LONDON",4.276393432420724,3
LYR,"LYR,OSL,LONDON",5.350860191569006,3
MJV,"MJV,LONDON",2.549534669270655,2
SZZ,"SZZ,LONDON",1.7600400530797495,2
POG,"POG,PNR,CDG,LONDON",11.626882262670179,4
COQ,"COQ,NZH,KJA,LED,LONDON",12.867056214928565,5
MXV,"MXV,ULN,SVO,LONDON",12.774397659935367,4
ULG,"ULG,ULN,SVO,LONDON",13.971768195916432,4
ULO,"ULO,ULN,SVO,LONDON",13.721833007295302,4
TJU,"TJU,DME,LONDON",9.335940909326881,3
ORK,"ORK,LONDON",0.9330647240468241,2
SNN,"SNN,LONDON",0.9955953394823744,2
BLK,"BLK,IOM,LONDON",0.8540041647352482,3
BOH,"BOH,DUB,LONDON",1.4535966691610516,3
KIR,"KIR,LONDON",1.0526998168344521,2
SCQ,"SCQ,LONDON",1.8900965566953754,2
SEN,"SEN,JER,LONDON",1.0359060905478108,3
BGW,"BGW,ESB,FRA,LONDON",6.8421526618188135,4
BKQ,"BKQ,LRE,WIN,TSV,CNS,HKG,LONDON",27.202857839359044,7
LRE,"LRE,WIN,TSV,CNS,HKG,LONDON",26.93497684181366,6
ROK,"ROK,MKY,TSV,CNS,HKG,LONDON",26.807395390001105,6
BSR,"BSR,IST,LONDON",7.601123282811672,3
GOV,"GOV,DRW,MNL,LONDON",24.314386983103912,4
EBL,"EBL,FRA,LONDON",6.441458799194844,3
MED,"MED,AMM,LONDON",7.594164530189683,3
PEW,"PEW,KBL,GYD,LONDON",10.042948796842088,4
SAH,"SAH,JED,LONDON",9.364169504962687,3
SKT,"SKT,ISB,LONDON",10.380034395465888,3
WLG,"WLG,AKL,NRT,LONDON",31.499491845431834,4
ZQN,"ZQN,SYD,HKG,LONDON",31.592382848668713,4
DOK,"DOK,KBP,LONDON",4.560389570650996,3
ELQ,"ELQ,IST,LONDON",7.738633717938576,3
TIF,"TIF,CAI,LONDON",8.094061468806007,3
TUU,"TUU,CAI,LONDON",6.7886648271795735,3
YNB,"YNB,CAI,LONDON",7.444192462843238,3
ADU,"ADU,THR,TBZ,IST,LONDON",8.249689232609324,5
AFZ,"AFZ,THR,TBZ,IST,LONDON",8.547183206133958,5
PGU,"PGU,SYZ,IST,LONDON",8.739005161855008,4
BDH,"BDH,SYZ,IST,LONDON",9.004508800369347,4
BJB,"BJB,THR,TBZ,IST,LONDON",8.55287577152572,5
BUZ,"BUZ,SYZ,IST,LONDON",8.642464325906097,4
BXR,"BXR,THR,TBZ,IST,LONDON",9.256467562575109,5
LRR,"LRR,SYZ,IST,LONDON",8.790270579880378,4
ZBR,"ZBR,BND,SYZ,IST,LONDON",9.832530076690446,5
GBT,"GBT,THR,TBZ,IST,LONDON",8.114129237116419,5
HDM,"HDM,MHD,IST,LONDON",10.398694837198942,4
IIL,"IIL,THR,TBZ,IST,LONDON",8.444150328960427,5
ISU,"ISU,DUS,LONDON",6.684167381036599,3
KDH,"KDH,MHD,IST,LONDON",10.003784801516696,4
KER,"KER,IFN,IST,LONDON",8.835262910764223,4
NSH,"NSH,THR,TBZ,IST,LONDON",7.782450536139622,5
RZR,"RZR,THR,TBZ,IST,LONDON",7.845740347988124,5
OMH,"OMH,THR,TBZ,IST,LONDON",8.598217000942759,5
PFQ,"PFQ,THR,TBZ,IST,LONDON",8.483435237889505,5
SDG,"SDG,THR,TBZ,IST,LONDON",8.255276918344876,5
YES,"YES,THR,TBZ,IST,LONDON",8.525710106763023,5
ESM,"ESM,CLO,BOG,PUJ,LONDON",15.485441639187481,5
CUE,"CUE,UIO,BOG,PUJ,LONDON",15.976084221769767,5
GPS,"GPS,GYE,BOG,PUJ,LONDON",17.85963265095174,5
LOH,"LOH,UIO,BOG,PUJ,LONDON",16.191405572756643,5
LTX,"LTX,OCC,UIO,BOG,PUJ,LONDON",15.999031795808465,6
LGQ,"LGQ,UIO,BOG,PUJ,LONDON",15.7620027964378,5
MEC,"MEC,UIO,BOG,PUJ,LONDON",15.891015491029925,5
TUA,"TUA,UIO,BOG,PUJ,LONDON",15.686432598237678,5
XMS,"XMS,UIO,BOG,PUJ,LONDON",15.864213282047418,5
MLW,"MLW,FNA,LONDON",8.810504211308428,3
AMH,"AMH,ADD,LONDON",10.454227261765057,3
ASO,"ASO,ADD,LONDON",10.659955125062078,3
AXU,"AXU,ADD,LONDON",10.824036641997537,3
BJR,"BJR,ADD,LONDON",10.423045892957138,3
DIR,"DIR,JIB,CDG,LONDON",10.328881135474067,4
ENU,"ENU,ABV,LONDON",8.43833894073671,3
GDQ,"GDQ,ADD,LONDON",10.568003931900153,3
GMB,"GMB,ADD,LONDON",10.658222431152469,3
JIJ,"JIJ,DIR,JIB,CDG,LONDON",10.506403136545565,5
JIM,"JIM,ADD,LONDON",10.303460592623175,3
MPM,"MPM,JNB,LONDON",15.852486949622774,3
MQX,"MQX,ADD,LONDON",10.708746898506142,3
LLI,"LLI,ADD,LONDON",10.42252237468285,3
BLZ,"BLZ,NBO,LONDON",14.088531774534406,3
GDE,"GDE,JIJ,DIR,JIB,CDG,LONDON",11.157480731355822,6
SHC,"SHC,MQX,ADD,LONDON",10.962370286504646,4
HRI,"HRI,CMB,LONDON",14.799289495998947,3
PXO,"PXO,LIS,LONDON",4.1330655949851405,3
NYK,"NYK,WIL,JRO,NBO,LONDON",12.42504023626737,5
UAS,"UAS,WIL,JRO,NBO,LONDON",12.557274586122844,5
SSY,"SSY,LAD,LONDON",11.915705016587754,3
LMP,"LMP,PMO,LONDON",3.5332633912664146,3
LUG,"LUG,ZRH,LONDON",1.5856384830935768,3
PNL,"PNL,TPS,TRN,LONDON",3.2566417151797475,4
TPS,"TPS,TRN,LONDON",3.039805616431116,3
AIA,"AIA,DEN,LONDON",12.978318333876624,3
CDR,"CDR,DEN,LONDON",13.088748972500651,3
ALS,"ALS,DEN,LONDON",12.976954032436016,3
FMN,"FMN,DEN,LONDON",13.270954118444038,3
TTN,"TTN,CLE,YYZ,LONDON",11.041764829657225,4
ATY,"ATY,MSP,LONDON",11.256286481399625,3
PIR,"PIR,ATY,MSP,LONDON",11.680685559091955,4
BKG,"BKG,MDW,YTZ,YOW,LONDON",11.935086205008014,5
CYS,"CYS,DEN,LONDON",12.735830027941661,3
WRL,"WRL,CYS,DEN,LONDON",13.410111497839548,4
DDC,"DDC,DEN,LONDON",13.278210008455618,3
LBL,"LBL,DEN,LONDON",13.24545043508778,3
ILG,"ILG,DTW,LONDON",11.259036399431148,3
SOW,"SOW,FMN,DEN,LONDON",13.802213994775185,4
HON,"HON,PIR,ATY,MSP,LONDON",11.953180623172374,5
IGM,"IGM,PGA,DEN,LONDON",14.103325619382312,4
PGA,"PGA,DEN,LONDON",13.619202510740832,3
UST,"UST,TTN,CLE,YYZ,LONDON",13.193024118896979,5
VAR,"VAR,LONDON",3.8283173994044084,2
KKC,"KKC,DMK,RGN,DAC,LONDON",16.5580765375177,5
NAW,"NAW,DMK,RGN,DAC,LONDON",17.330835336142595,5
ESB,"ESB,FRA,LONDON",4.745431989317723,3
SFB,"SFB,PHF,PHL,LONDON",11.742091940349944,4
APW,"APW,HNL,YVR,LONDON",26.883781117067347,4
CXI,"CXI,HNL,YVR,LONDON",23.46811954358016,4
FUN,"FUN,SUV,NAN,ICN,LONDON",30.278368277232254,5
SUV,"SUV,NAN,ICN,LONDON",28.51066703674963,4
HIR,"HIR,POM,NRT,LONDON",26.781114637533303,4
VLI,"VLI,NOU,NRT,LONDON",28.478956227371135,4
ICI,"ICI,SUV,NAN,ICN,LONDON",28.884956990950037,5
KDV,"KDV,NAN,ICN,LONDON",28.57886552350169,4
LBS,"LBS,NAN,ICN,LONDON",28.718920502960145,4
LKB,"LKB,SUV,NAN,ICN,LONDON",28.973698079323725,5
RTA,"RTA,NAN,ICN,LONDON",29.286242940901033,4
SVU,"SVU,NAN,ICN,LONDON",28.68615532949171,4
TBU,"TBU,NAN,ICN,LONDON",29.752713538848127,4
TRW,"TRW,MAJ,KWA,PNI,TKK,GUM,ICN,LONDON",26.612653996242507,8
TVU,"TVU,NAN,ICN,LONDON",28.820509677086868,4
VBV,"VBV,SUV,NAN,ICN,LONDON",28.968968207034553,5
HRL,"HRL,IAH,LONDON",13.734632248780157,3
SHP,"SHP,DLC,PEK,LONDON",14.630632992673377,4
AAY,"AAY,SAH,JED,LONDON",10.788623962703774,4
ADE,"ADE,CAI,LONDON",9.85056259583565,3
AHB,"AHB,CAI,LONDON",8.790942884945022,3
GXF,"GXF,JED,LONDON",9.903956225348141,3
RIY,"RIY,CAI,LONDON",10.079183500534869,3
AXK,"AXK,SAH,JED,LONDON",9.861203667107166,4
TAI,"TAI,CAI,LONDON",9.629445175435073,3
HOD,"HOD,CAI,LONDON",9.349665990294623,3
SCT,"SCT,RIY,CAI,LONDON",10.977788749478885,4
CRL,"CRL,MAN,LONDON",1.3374053199790947,3
EIN,"EIN,LONDON",0.6642320358464527,2
HHN,"HHN,LONDON",0.9427895543829283,2
NRN,"NRN,LONDON",0.7514167686396487,2
PIK,"PIK,DUB,LONDON",1.1785479349407284,3
SDR,"SDR,LONDON",1.5615219223271926,2
ZAZ,"ZAZ,LONDON",1.8296745222364639,2
CIA,"CIA,LONDON",2.4372634204609396,2
NYO,"NYO,LONDON",2.2613127325038587,2
VST,"VST,LONDON",2.314642870941221,2
GRO,"GRO,LONDON",1.8279370641636588,2
PMF,"PMF,LONDON",1.8091100551210921,2
KUN,"KUN,LONDON",2.771409787208188,2
MST,"MST,GRQ,EIN,LONDON",1.421929589894166,4
WMI,"WMI,LONDON",2.3979466154286158,2
VLL,"VLL,BCN,LONDON",2.8864001987742656,3
LBC,"LBC,GDN,LONDON",3.0106855607413046,3
LPP,"LPP,NRN,LONDON",3.587165723696705,3
BZG,"BZG,LONDON",2.0943783038724435,2
LDY,"LDY,LONDON",0.9933289810532739,2
REU,"REU,LONDON",1.93398201704689,2
CCF,"CCF,LONDON",1.576778598895574,2
BZR,"BZR,LONDON",1.5905791475299287,2
BRQ,"BRQ,LONDON",2.0621716353810027,2
RZE,"RZE,LONDON",2.6254757313652304,2
PEG,"PEG,LONDON",2.245033594006397,2
FNI,"FNI,LONDON",1.5590016665705504,2
DLE,"DLE,OPO,LONDON",4.334395730265097,3
DNR,"DNR,LONDON",0.5812529098288371,2
TUF,"TUF,LONDON",0.7708221137371734,2
GPA,"GPA,FRA,LONDON",3.8632162781884913,3
GRQ,"GRQ,EIN,LONDON",1.0024465220280532,3
SFT,"SFT,LONDON",3.1792270489417547,2
PDV,"PDV,LONDON",3.623671519594492,2
LUZ,"LUZ,LONDON",2.6607113720598528,2
XCR,"XCR,OPO,LONDON",4.360506495711915,3
OSI,"OSI,LONDON",2.6009329077444354,2
OSR,"OSR,LONDON",2.1950234500630206,2
FKS,"FKS,CTS,UUS,KHV,YKS,LED,LONDON",16.958093078347414,7
OIT,"OIT,ICN,LONDON",15.841922909638742,3
SZB,"SZB,PEN,HKT,DME,LONDON",17.71099102554666,5
BTH,"BTH,SZB,PEN,HKT,DME,LONDON",18.315231594320434,6
IPH,"IPH,SIN,LONDON",18.930078827750002,3
KTE,"KTE,SZB,PEN,HKT,DME,LONDON",18.14511873250982,6
KUA,"KUA,PEN,HKT,DME,LONDON",17.85637982934092,5
HAS,"HAS,JED,LONDON",9.060108533171539,3
HRK,"HRK,WAW,LONDON",4.267411908858946,3
MUX,"MUX,ISB,LONDON",10.785047807490772,3
NJF,"NJF,IST,LONDON",7.033531586594787,3
PZU,"PZU,CAI,LONDON",8.094339642714433,3
SLL,"SLL,DOH,LONDON",10.31108295518108,3
CZS,"CZS,RBR,PVH,MAO,PMV,GND,UVF,LONDON",17.791787608924828,8
PGD,"PGD,ISP,BOS,LONDON",12.058068042426592,4
PIE,"PIE,GSO,PHL,LONDON",12.045308859511263,4
AZA,"AZA,FSD,MSP,LONDON",14.14056788238649,4
PVU,"PVU,AZA,FSD,MSP,LONDON",15.421242794242797,5
RFD,"RFD,SFB,PHF,PHL,LONDON",14.494006907144016,5
STC,"STC,ORD,LONDON",11.631911976821034,3
BLV,"BLV,SFB,PHF,PHL,LONDON",13.983645450314665,5
CKB,"CKB,IAD,LONDON",10.245519719602603,3
HGR,"HGR,IAD,LONDON",9.988446420870694,3
IAG,"IAG,MYR,BOS,LONDON",12.465349710890752,4
SCK,"SCK,LAS,LONDON",14.953078124719456,3
SMX,"SMX,LAS,LONDON",14.82142627370772,3
LCK,"LCK,SFB,PHF,PHL,LONDON",13.803551965881898,5
YNG,"YNG,MYR,BOS,LONDON",12.146438182438718,4
PSM,"PSM,SFB,PHF,PHL,LONDON",14.813068193379156,5
AEB,"AEB,CKG,URC,TSE,LONDON",15.342128457095683,5
DOY,"DOY,PEK,LONDON",14.150117610401152,3
WUZ,"WUZ,KWE,URC,TSE,LONDON",15.64186203976,5
ATZ,"ATZ,CAI,LONDON",6.458639535483605,3
HMB,"HMB,CAI,LONDON",6.587928174409949,3
HOF,"HOF,RUH,LONDON",8.700417808010798,3
AMQ,"AMQ,UPG,SIN,LONDON",22.84041038544808,4
BDJ,"BDJ,PKN,KTG,PNK,BTH,SZB,PEN,HKT,DME,LONDON",20.592956045904533,10
BEJ,"BEJ,BPN,SIN,LONDON",21.20907993224334,4
BIK,"BIK,UPG,SIN,LONDON",24.389160224166513,4
DJJ,"DJJ,MKW,SOQ,MDC,SIN,LONDON",25.02248883293438,6
BKS,"BKS,BTH,SZB,PEN,HKT,DME,LONDON",19.296072875470703,7
BMU,"BMU,LOP,SIN,LONDON",21.512930366269764,4
MDC,"MDC,SIN,LONDON",22.005581846175552,3
TRK,"TRK,TWU,BKI,CAN,LONDON",19.781017877628738,5
TKG,"TKG,PLM,KUL,LONDON",19.29153192821245,4
DJB,"DJB,BTH,SZB,PEN,HKT,DME,LONDON",18.834052317696223,7
MLG,"MLG,CGK,KUL,LONDON",20.709528595723814,4
PGK,"PGK,BTH,SZB,PEN,HKT,DME,LONDON",19.029629275460938,7
