destination,route,length,stops
GSP,"GSP,PHL,LONDON",10.868298720574554,3
LAN,"LAN,DTW,LONDON",10.276511603883945,3
LEX,"LEX,LGA,BOS,LONDON",10.850085288960607,4
MBS,"MBS,DTW,LONDON",10.341754015376209,3
MSP,"MSP,LONDON",10.739996819641602,2
ROA,"ROA,IAD,LONDON",10.31586351642306,3
SYR,"SYR,BOS,LONDON",9.446075091905266,3
TYS,"TYS,EWR,LONDON",10.965288409014084,3
XNA,"XNA,ORD,LONDON",11.975800350423443,3
DTW,"DTW,LONDON",10.077909530939845,2
MSY,"MSY,IAD,LONDON",12.40170342523586,3
GFK,"GFK,MSP,LONDON",11.500311479632852,3
TVF,"TVF,GFK,MSP,LONDON",11.625072973157664,4
LGA,"LGA,BOS,LONDON",9.232684893264892,3
MDT,"MDT,BOS,LONDON",9.635140606691962,3
MEM,"MEM,CVG,YYZ,LONDON",11.703101452165225,4
ACK,"ACK,BOS,LONDON",8.982026514762557,3
BOS,"BOS,LONDON",8.738194573176658,2
EWB,"EWB,MVY,BOS,LONDON",8.997197960576825,4
HYA,"HYA,BOS,LONDON",8.901134722816977,3
MVY,"MVY,BOS,LONDON",8.926313362936108,3
ALB,"ALB,BOS,LONDON",9.126508030058908,3
MSS,"MSS,ALB,BOS,LONDON",9.55524623981177,4
OGS,"OGS,ALB,BOS,LONDON",9.548478828787283,4
AUG,"AUG,BOS,LONDON",9.135606067365247,3
AXA,"AXA,ANU,LONDON",11.230594145412034,3
SJU,"SJU,ANU,LONDON",11.713464369638999,3
BHB,"BHB,BOS,LONDON",9.263541655470664,3
BIL,"BIL,MSP,LONDON",12.739212574825876,3
GDV,"GDV,BIL,MSP,LONDON",13.275215989697198,4
GGW,"GGW,BIL,MSP,LONDON",13.246517693115582,4
HVR,"HVR,BIL,MSP,LONDON",13.268798645346724,4
OLF,"OLF,BIL,MSP,LONDON",13.304659561576237,4
SDY,"SDY,BIL,MSP,LONDON",13.393301707553203,4
LEB,"LEB,BOS,LONDON",9.030901816914355,3
PVC,"PVC,BOS,LONDON",8.858646978339443,3
RKD,"RKD,BOS,LONDON",9.14441625385468,3
RUT,"RUT,BOS,LONDON",9.079048940661556,3
SLK,"SLK,BOS,LONDON",9.309261900432718,3
CGI,"CGI,STL,DTW,LONDON",11.561922336113918,4
CPX,"CPX,SJU,ANU,LONDON",11.838525659931614,4
EIS,"EIS,SXM,ANU,LONDON",11.482368091078467,4
STT,"STT,NEV,ANU,LONDON",11.544225732265033,4
HPN,"HPN,MVY,BOS,LONDON",9.361470053351526,4
IRK,"IRK,STL,DTW,LONDON",11.65521964613351,4
MAZ,"MAZ,SJU,ANU,LONDON",11.918015739753214,4
MWA,"MWA,STL,DTW,LONDON",11.526654930052846,4
OWB,"OWB,STL,DTW,LONDON",11.758685202464351,4
STX,"STX,SXM,ANU,LONDON",11.523670361365843,4
VIJ,"VIJ,STT,NEV,ANU,LONDON",11.642326040562097,5
VQS,"VQS,STX,SXM,ANU,LONDON",11.657828157153185,5
TBN,"TBN,STL,DTW,LONDON",11.574612906347209,4
UIN,"UIN,STL,DTW,LONDON",11.507274342038038,4
YDQ,"YDQ,YYE,YXJ,YEG,LONDON",13.421771916506115,5
YYE,"YYE,YXJ,YEG,LONDON",12.799586063498216,4
YOJ,"YOJ,YEG,LONDON",12.39824928580755,3
YOP,"YOP,YEG,LONDON",12.480681707900613,3
YXJ,"YXJ,YEG,LONDON",12.283896854936291,3
YKA,"YKA,YYC,LONDON",12.443714865689728,3
YXS,"YXS,YXJ,YEG,LONDON",12.765283422684242,4
YLL,"YLL,YYC,LONDON",12.294589227448752,3
YQZ,"YQZ,YVR,LONDON",13.342315709828101,3
YXT,"YXT,YXS,YXJ,YEG,LONDON",13.413660339758156,5
YYD,"YYD,YXS,YXJ,YEG,LONDON",13.281527818328865,5
BCV,"BCV,BZE,MIA,LONDON",14.011731621184177,4
CUK,"CUK,BZE,MIA,LONDON",13.975762034304271,4
SPR,"SPR,BZE,MIA,LONDON",14.00652877085856,4
TZA,"TZA,BZE,MIA,LONDON",13.917068379809777,4
DGA,"DGA,BZE,MIA,LONDON",14.022386463038522,4
PLJ,"PLJ,BZE,MIA,LONDON",14.101036479017388,4
CZH,"CZH,SPR,BZE,MIA,LONDON",14.122965856539683,5
PND,"PND,PLJ,BZE,MIA,LONDON",14.21415413662109,5
GDT,"GDT,PLS,POP,PUJ,LONDON",12.602158390510958,5
PLS,"PLS,POP,PUJ,LONDON",12.399183927051741,4
SLX,"SLX,GDT,PLS,POP,PUJ,LONDON",12.625095844405894,6
ACR,"ACR,SVI,BOG,PUJ,LONDON",15.408554881051897,5
LCR,"LCR,ACR,SVI,BOG,PUJ,LONDON",15.52451366489452,6
SVI,"SVI,BOG,PUJ,LONDON",14.739969404177174,4
ADZ,"ADZ,PTY,PUJ,LONDON",14.9049579939145,4
PVA,"PVA,ADZ,PTY,PUJ,LONDON",15.061807597672216,5
APO,"APO,BOG,PUJ,LONDON",14.963331324670209,4
EOH,"EOH,BOG,PUJ,LONDON",14.641232474303758,4
AUC,"AUC,BOG,PUJ,LONDON",15.020349034122859,4
BUN,"BUN,BOG,PUJ,LONDON",14.804026354291437,4
CZU,"CZU,BOG,PUJ,LONDON",15.137242049275867,4
FLA,"FLA,BOG,PUJ,LONDON",14.887431688389892,4
IPI,"IPI,BOG,PUJ,LONDON",15.219157680110962,4
MVP,"MVP,BOG,PUJ,LONDON",15.219529431221373,4
PCR,"PCR,BOG,PUJ,LONDON",15.511710721699176,4
PDA,"PDA,BOG,PUJ,LONDON",15.417189457138445,4
PSO,"PSO,BOG,PUJ,LONDON",15.09866354675744,4
PUU,"PUU,BOG,PUJ,LONDON",15.145222216191424,4
RVE,"RVE,BOG,PUJ,LONDON",14.837002497101423,4
SJE,"SJE,BOG,PUJ,LONDON",14.735857938907461,4
TME,"TME,BOG,PUJ,LONDON",14.800520148463303,4
UIB,"UIB,BOG,PUJ,LONDON",14.74930018692222,4
VGZ,"VGZ,BOG,PUJ,LONDON",15.080243567417224,4
VVC,"VVC,BOG,PUJ,LONDON",14.393407379207197,4
BSC,"BSC,EOH,BOG,PUJ,LONDON",14.973639435628343,5
GPI,"GPI,CLO,BOG,PUJ,LONDON",15.052984112442227,5
NQU,"NQU,EOH,BOG,PUJ,LONDON",14.967209723782286,5
LET,"LET,BOG,PUJ,LONDON",16.076778848203993,4
LPD,"LPD,LET,BOG,PUJ,LONDON",16.61170576002746,5
TCD,"TCD,LET,BOG,PUJ,LONDON",16.32567583589821,5
LMC,"LMC,VVC,BOG,PUJ,LONDON",14.763363796967765,5
LQM,"LQM,PUU,BOG,PUJ,LONDON",15.490208885412914,5
KIV,"KIV,LONDON",3.6221883366242293,2
BVA,"BVA,MAN,LONDON",1.2826751243124606,3
KBP,"KBP,LONDON",3.6313665318522035,2
OTP,"OTP,LONDON",3.501153860760057,2
BLA,"BLA,PMV,GND,UVF,LONDON",12.326982959676002,5
PMV,"PMV,GND,UVF,LONDON",12.128016464719199,4
PTY,"PTY,PUJ,LONDON",14.128336627534262,3
PZO,"PZO,PMV,GND,UVF,LONDON",12.662062057985432,5
BNS,"BNS,CCS,PMV,GND,UVF,LONDON",13.37671369509505,6
MRD,"MRD,CCS,PMV,GND,UVF,LONDON",13.530504932791331,6
VLV,"VLV,CCS,PMV,GND,UVF,LONDON",13.377749969776389,6
AJL,"AJL,GAU,DEL,LONDON",14.116431749907917,4
AUH,"AUH,LONDON",9.187510001749423,2
ATQ,"ATQ,ASB,LONDON",10.643650791766134,3
CCJ,"CCJ,BOM,LONDON",13.586206363945914,3
DMM,"DMM,FRA,LONDON",8.363270876265052,3
KWI,"KWI,LONDON",7.784637550563347,2
BAH,"BAH,LONDON",8.483051344917218,2
BHJ,"BHJ,BOM,LONDON",12.966916766292297,3
BHO,"BHO,DEL,LONDON",12.18696622949619,3
BHU,"BHU,BOM,LONDON",12.5202547960133,3
IXE,"IXE,BOM,LONDON",13.203853566835365,3
CMB,"CMB,LONDON",14.517023545762937,2
DIU,"DIU,BOM,LONDON",12.466146520804823,3
DOH,"DOH,LONDON",8.726093589693463,2
IXU,"IXU,BOM,LONDON",12.477361005181441,3
JDH,"JDH,DEL,LONDON",12.000869007420754,3
RAJ,"RAJ,BOM,LONDON",12.710627905707799,3
RUH,"RUH,LONDON",8.228954102515448,2
UDR,"UDR,DEL,LONDON",12.112169894788115,3
EWR,"EWR,LONDON",9.274822299083896,2
YYZ,"YYZ,LONDON",9.515694155237203,2
IXS,"IXS,GAU,DEL,LONDON",13.954899050516383,4
IXZ,"IXZ,DEL,LONDON",15.349541125467603,3
DED,"DED,DEL,LONDON",11.555338758239627,3
GOP,"GOP,DEL,LONDON",12.303128161584302,3
IXL,"IXL,SXR,ATQ,ASB,LONDON",11.492255620244624,5
PBD,"PBD,BOM,LONDON",12.74482906857088,3
RJA,"RJA,HYD,LONDON",13.483376994844221,3
IXM,"IXM,HYD,LONDON",14.30059413153648,3
TRZ,"TRZ,MAA,LONDON",14.207889532991246,3
JSH,"JSH,PVK,LONDON",4.638598356879831,3
JKH,"JKH,SKG,LONDON",4.214014336141343,3
KLX,"KLX,LONDON",3.972205168699574,2
SMI,"SMI,SKG,LONDON",4.378975980804977,3
AOK,"AOK,ATH,LONDON",4.707710559860876,3
KSJ,"KSJ,AOK,ATH,LONDON",4.7433461811291835,4
AXD,"AXD,ATH,LONDON",4.654662777258181,3
CHQ,"CHQ,LONDON",4.394482611001341,2
EFL,"EFL,LONDON",3.678466774962386,2
IEV,"IEV,LONDON",3.5778694039819787,2
IOA,"IOA,ATH,LONDON",4.598091872036382,3
JIK,"JIK,LXS,SKG,LONDON",4.390527840706795,4
JKL,"JKL,ATH,LONDON",4.51795249823255,3
JNX,"JNX,ATH,LONDON",4.304305571447367,3
JSI,"JSI,ATH,LONDON",4.280368161490851,3
JSY,"JSY,ATH,LONDON",4.217363048943324,3
JTY,"JTY,ATH,LONDON",4.4796580844441465,3
KIT,"KIT,KLX,LONDON",4.180468994505113,3
LRS,"LRS,ATH,LONDON",4.483751536460181,3
LXS,"LXS,SKG,LONDON",3.9464664827401768,3
MJT,"MJT,MUC,LONDON",4.183500355534473,3
MLO,"MLO,ATH,LONDON",4.2846233051644775,3
MRS,"MRS,LONDON",1.654320884563741,2
NTE,"NTE,LONDON",0.8243308304312829,2
PAS,"PAS,ATH,LONDON",4.28614569797382,3
PHL,"PHL,LONDON",9.488432048277382,2
SKU,"SKU,SKG,LONDON",3.966757124415672,3
SOF,"SOF,LONDON",3.395906468391513,2
TIA,"TIA,LONDON",3.16019939726121,2
ZTH,"ZTH,LONDON",3.766922782335008,2
OPO,"OPO,LONDON",2.1775182561001363,2
KZS,"KZS,RHO,LONDON",4.897407684458306,3
BYC,"BYC,TJA,VVI,MAD,LONDON",17.91830075238269,5
SRZ,"SRZ,TDD,CBB,VVI,MAD,LONDON",18.65320170196786,6
TJA,"TJA,VVI,MAD,LONDON",17.722649297412556,4
CBB,"CBB,VVI,MAD,LONDON",17.487139682186303,4
TDD,"TDD,CBB,VVI,MAD,LONDON",18.018956057583377,5
CIJ,"CIJ,CBB,VVI,MAD,LONDON",18.7588051754436,5
GYA,"GYA,TDD,CBB,VVI,MAD,LONDON",18.763926533946115,6
LPB,"LPB,VVI,MAD,LONDON",17.868033525039657,4
POI,"POI,LPB,VVI,MAD,LONDON",18.57827922976617,5
RIB,"RIB,TDD,CBB,VVI,MAD,LONDON",18.753145329963317,6
AGF,"AGF,ORY,LONDON",1.4860744151760548,3
DCM,"DCM,ORY,LONDON",1.5710805728671318,3
ORY,"ORY,LONDON",0.6130887276810668,2
AJA,"AJA,LONDON",2.1247356934005244,2
BVE,"BVE,LONDON",1.2036677602325796,2
PIS,"PIS,LONDON",0.9194854255087548,2
CFE,"CFE,ORY,LONDON",1.167120433222215,3
SXB,"SXB,LONDON",1.1019907729221232,2
AUR,"AUR,ORY,LONDON",1.3236480770231336,3
BES,"BES,LONDON",0.7463205278333953,2
LIL,"LIL,NTE,LONDON",1.6769373822973521,3
BIQ,"BIQ,LONDON",1.5005480706081593,2
CFR,"CFR,ORY,LONDON",0.9649346693776564,3
ETZ,"ETZ,LYS,LONDON",1.8870304194398078,3
FLR,"FLR,LONDON",2.029479646604347,2
FSC,"FSC,NCE,LONDON",2.213571421361829,3
GOT,"GOT,LONDON",1.76723665136009,2
LAI,"LAI,ORY,LONDON",1.3256001343318617,3
LDE,"LDE,LONDON",1.548185467391819,2
LRH,"LRH,LONDON",0.9963347586434474,2
LRT,"LRT,ORY,LONDON",1.350651854324398,3
MLH,"MLH,ORY,LONDON",1.285899801348101,3
PUF,"PUF,ORY,LONDON",1.6659762868353307,3
RNS,"RNS,CDG,LONDON",1.13523515527323,3
PGF,"PGF,LONDON",1.6790653374735218,2
RDZ,"RDZ,LONDON",1.3664148225306771,2
UIP,"UIP,ORY,LONDON",1.4286697669884605,3
EBB,"EBB,LONDON",10.830707543335807,2
PAF,"PAF,EBB,LONDON",11.28885542164593,3
BUS,"BUS,DNK,KBP,LONDON",5.770291220805726,4
KUT,"KUT,KTW,LONDON",5.618299941425587,3
ABE,"ABE,PHL,LONDON",9.63574270058647,3
ABI,"ABI,DFW,LONDON",13.137779067851376,3
ABQ,"ABQ,MSP,LONDON",13.368398959964477,3
PHX,"PHX,LONDON",14.105692460097941,2
ABZ,"ABZ,LONDON",1.069412987541425,2
ACT,"ACT,DFW,LONDON",12.955703328669529,3
ADL,"ADL,SIN,LONDON",27.130806956949776,3
BNE,"BNE,TPE,AMS,LONDON",27.609806973159216,4
AEX,"AEX,ATL,LONDON",12.612702912065751,3
AGS,"AGS,DCA,EWR,LONDON",11.062102468969666,4
DCA,"DCA,EWR,LONDON",9.807064719107535,3
AKL,"AKL,NRT,LONDON",30.69904073420335,3
PPT,"PPT,LAX,LONDON",25.619059435219075,3
ALO,"ALO,ORD,LONDON",11.201777954382697,3
AMA,"AMA,MDW,YTZ,YOW,LONDON",13.043272289813169,5
AQP,"AQP,LPB,VVI,MAD,LONDON",18.471624097827565,5
ART,"ART,PHL,LONDON",10.25950278189109,3
ASP,"ASP,DRW,MNL,LONDON",25.416205671808275,4
IAD,"IAD,LONDON",9.841635753033339,2
LHE,"LHE,LONDON",10.514538325656872,2
AUS,"AUS,LONDON",13.158314474302928,2
AVL,"AVL,CLT,LONDON",10.93270326161189,3
AVP,"AVP,PHL,LONDON",9.76855825931452,3
BDA,"BDA,LONDON",9.207704573926238,2
BDL,"BDL,YUL,LONDON",9.364280298579557,3
PIT,"PIT,BOS,LONDON",10.065800974617709,3
BFL,"BFL,DEN,LONDON",14.756439754248321,3
BGI,"BGI,LONDON",11.263392735971328,2
BGM,"BGM,PHL,LONDON",9.933623328416326,3
BGR,"BGR,LGA,BOS,LONDON",10.246415043230312,4
BHD,"BHD,LONDON",0.8371250659557732,2
BHM,"BHM,LGA,BOS,LONDON",11.553735150696333,4
BJX,"BJX,IAH,LONDON",14.89893315610363,3
BMI,"BMI,ORD,LONDON",10.887997306122678,3
BNA,"BNA,YYZ,LONDON",11.235618063078373,3
CBR,"CBR,ADL,SIN,LONDON",28.747882884265884,4
CNS,"CNS,HKG,LONDON",25.31782575434609,3
TSV,"TSV,CNS,HKG,LONDON",25.79114496685509,4
BOI,"BOI,MSP,LONDON",13.794218702800455,3
BUF,"BUF,BOS,LONDON",9.796418741521771,3
PDX,"PDX,YYC,LONDON",13.158747662225938,3
RIC,"RIC,BOS,LONDON",10.008734389423495,3
ROC,"ROC,BOS,LONDON",9.656099879043635,3
SAN,"SAN,LONDON",14.678276214798968,2
SEA,"SEA,LONDON",12.834001967605653,2
BPT,"BPT,DFW,LONDON",13.440573941952206,3
BRO,"BRO,IAH,LONDON",13.77166863667685,3
BTR,"BTR,ATL,LONDON",12.474853227559379,3
BTV,"BTV,LGA,BOS,LONDON",9.924371057131223,4
BUR,"BUR,LAS,LONDON",14.58949845073647,3
BWI,"BWI,LONDON",9.72770673397183,2
CAE,"CAE,LGA,BOS,LONDON",10.888415789268215,4
CAK,"CAK,BOS,LONDON",10.207422534191737,3
CHC,"CHC,BNE,TPE,AMS,LONDON",31.77286138975375,5
CHO,"CHO,IAD,LONDON",10.049463714387434,3
CHS,"CHS,BOS,LONDON",10.934411609217289,3
CLE,"CLE,YYZ,LONDON",10.03343051522306,3
CLL,"CLL,IAH,LONDON",13.140820226331796,3
CMH,"CMH,YYZ,LONDON",10.332665569594738,3
DAB,"DAB,CLT,LONDON",11.805910216874627,3
DAY,"DAY,CLE,YYZ,LONDON",10.468398187076698,4
DEN,"DEN,LONDON",12.495212972644023,2
DSM,"DSM,MSP,LONDON",11.363315678360333,3
EWN,"EWN,CLT,LONDON",11.279084623936797,3
FAY,"FAY,DCA,EWR,LONDON",10.572841225470878,4
FLO,"FLO,CLT,LONDON",10.953673608646135,3
GCM,"GCM,NAS,LONDON",12.892260354438646,3
GPT,"GPT,ATL,LONDON",12.216590826347264,3
HHH,"HHH,DCA,EWR,LONDON",11.158114606747743,4
HSV,"HSV,IAD,LONDON",11.437332084429244,3
HTS,"HTS,CLT,LONDON",11.318987114179809,3
IAH,"IAH,LONDON",12.942565894279006,2
ILM,"ILM,LGA,BOS,LONDON",10.575742727190633,4
IND,"IND,YYZ,LONDON",10.693527223538796,3
JAN,"JAN,DCA,EWR,LONDON",12.112471285172903,4
LIT,"LIT,DTW,LONDON",11.967821750771323,3
LYH,"LYH,CLT,LONDON",11.157693559711975,3
MBJ,"MBJ,LONDON",12.58789783801116,2
MCI,"MCI,ORD,LONDON",11.654425585757688,3
MGM,"MGM,ATL,LONDON",11.666643330777244,3
MHT,"MHT,LGA,BOS,LONDON",9.754843936661878,4
MKE,"MKE,YYZ,LONDON",10.638045997451101,3
MLB,"MLB,CLT,LONDON",12.006225737804533,3
MOB,"MOB,ATL,LONDON",12.08318464730891,3
MYR,"MYR,BOS,LONDON",10.718182130449511,3
NAS,"NAS,LONDON",11.635465440240987,2
OAJ,"OAJ,DCA,EWR,LONDON",10.557458319520634,4
OMA,"OMA,MSP,LONDON",11.4953197270735,3
ORF,"ORF,JFK,LONDON",10.015471601025029,3
PGV,"PGV,CLT,LONDON",11.230409041117493,3
PHF,"PHF,PHL,LONDON",10.027695777667049,3
PVD,"PVD,EWR,LONDON",9.703695842130166,3
PWM,"PWM,LGA,BOS,LONDON",9.95498143595428,4
RDU,"RDU,LONDON",10.365969209426227,2
SAV,"SAV,BOS,LONDON",11.15550718859989,3
SBY,"SBY,PHL,LONDON",9.774868811502746,3
SDF,"SDF,CLE,YYZ,LONDON",10.84953245122595,4
SFO,"SFO,LONDON",14.358545580988185,2
SLC,"SLC,MSP,LONDON",13.39252714521759,3
SMF,"SMF,PDX,YYC,LONDON",14.443685856400045,4
SRQ,"SRQ,JFK,LONDON",12.034893991102741,3
TRI,"TRI,CLT,LONDON",11.008458125659685,3
UVF,"UVF,LONDON",11.329136288477427,2
VPS,"VPS,CLT,LONDON",11.92154581634418,3
CMI,"CMI,ORD,LONDON",10.939268146239689,3
CNF,"CNF,LIS,LONDON",15.020211910033282,3
COS,"COS,DEN,LONDON",12.690928417389967,3
COU,"COU,ORD,LONDON",11.420802660828526,3
CPT,"CPT,LONDON",16.142690467576703,2
CRP,"CRP,IAH,LONDON",13.482172839936245,3
CTS,"CTS,UUS,KHV,YKS,LED,LONDON",15.914509907169393,6
CWA,"CWA,DTW,LONDON",11.047572264443943,3
DBQ,"DBQ,ORD,LONDON",10.969086986107504,3
ISP,"ISP,BOS,LONDON",9.149156951547639,3
YHZ,"YHZ,LONDON",7.64667632046912,2
DRO,"DRO,DEN,LONDON",13.167319980769099,3
ELP,"ELP,ORD,LONDON",13.88863086412078,3
FAR,"FAR,MSP,LONDON",11.337872698347462,3
FAT,"FAT,LAS,LONDON",14.684574618890188,3
FSD,"FSD,MSP,LONDON",11.2657979440908,3
FSM,"FSM,ATL,LONDON",12.823191455998293,3
GCK,"GCK,DFW,LONDON",13.801236203368989,3
GGG,"GGG,DFW,LONDON",13.09084894783172,3
GJT,"GJT,DEN,LONDON",13.063060119973223,3
GRI,"GRI,DFW,LONDON",14.223017238471208,3
GRK,"GRK,DFW,LONDON",13.076696075972317,3
GRR,"GRR,DTW,LONDON",10.398953210301475,3
HNL,"HNL,YVR,LONDON",19.88383145408241,3
HOU,"HOU,MEM,CVG,YYZ,LONDON",13.00245925569029,5
ICT,"ICT,ORD,LONDON",12.150516961118164,3
JLN,"JLN,DFW,LONDON",13.59317143009385,3
LAW,"LAW,DFW,LONDON",13.091094265607758,3
LBB,"LBB,DFW,LONDON",13.4702909297294,3
LCH,"LCH,IAH,LONDON",13.283332248512359,3
LFT,"LFT,ATL,LONDON",12.621217926654303,3
LRD,"LRD,IAH,LONDON",13.750302723841925,3
MAF,"MAF,DFW,LONDON",13.54244084562991,3
MFE,"MFE,IAH,LONDON",13.792529192377202,3
MHK,"MHK,ORD,LONDON",11.916835346850938,3
MLI,"MLI,ORD,LONDON",10.949292920195992,3
MLM,"MLM,IAH,LONDON",15.048784745155626,3
MLU,"MLU,ATL,LONDON",12.473016903735918,3
MSN,"MSN,ORD,LONDON",10.866875425458318,3
OGG,"OGG,YVR,LONDON",19.79714154218756,3
OKC,"OKC,ORD,LONDON",12.433157577446021,3
ONT,"ONT,LAS,LONDON",14.519570994583315,3
PBC,"PBC,IAH,LONDON",15.012611245264837,3
PIA,"PIA,ORD,LONDON",10.924348156787302,3
PSP,"PSP,LAS,LONDON",14.456720256546143,3
QRO,"QRO,IAH,LONDON",14.858239093503936,3
RAP,"RAP,MSP,LONDON",12.04927272296467,3
RNO,"RNO,SEA,LONDON",14.346201563667872,3
ROW,"ROW,DFW,LONDON",13.880952665540661,3
SAF,"SAF,DEN,LONDON",13.308721459860514,3
SAL,"SAL,HAV,LONDON",14.600719519211468,3
SGF,"SGF,ORD,LONDON",11.751278964544872,3
SHV,"SHV,ATL,LONDON",12.749249738542705,3
SJC,"SJC,PDX,YYC,LONDON",14.68605953453723,4
SJT,"SJT,DFW,LONDON",13.328655160597165,3
SLP,"SLP,IAH,LONDON",14.64988255796951,3
SPI,"SPI,ORD,LONDON",11.043122011043234,3
SPS,"SPS,DFW,LONDON",13.018045788519677,3
TUL,"TUL,ORD,LONDON",12.145172579564825,3
TUS,"TUS,DEN,LONDON",14.209883908525676,3
TXK,"TXK,DFW,LONDON",13.199311314343074,3
TYR,"TYR,DFW,LONDON",12.989941335622847,3
ELM,"ELM,PHL,LONDON",9.971160119672188,3
ERI,"ERI,PHL,LONDON",10.29106425762932,3
EUG,"EUG,PDX,YYC,LONDON",13.44183974982392,4
FLG,"FLG,PHX,LONDON",14.426179338368916,3
FNT,"FNT,CLE,YYZ,LONDON",10.42140219975439,4
GEG,"GEG,SEA,LONDON",13.432259927454185,3
GIB,"GIB,LONDON",2.9244476463187232,2
GLA,"GLA,LONDON",0.9191090615345846,2
GND,"GND,UVF,LONDON",11.683180124779712,3
GRB,"GRB,DTW,LONDON",10.8469262819631,3
OAK,"OAK,PDX,YYC,LONDON",14.617708910881571,4
HVN,"HVN,PHL,LONDON",9.908385638393451,3
IPT,"IPT,PHL,LONDON",9.835411066996063,3
ITH,"ITH,EWR,LONDON",9.735025778118798,3
ITM,"ITM,MYJ,ICN,LONDON",16.367410898799925,4
JNU,"JNU,SEA,LONDON",15.268195719594534,3
JUL,"JUL,LIM,CCS,PMV,GND,UVF,LONDON",18.675303439101235,7
KOA,"KOA,YVR,LONDON",19.93656559916853,3
LGK,"LGK,PEN,HKT,DME,LONDON",17.462089457293693,5
LIH,"LIH,YVR,LONDON",19.932304970075744,3
MFR,"MFR,PDX,YYC,LONDON",13.755608125074293,4
MMH,"MMH,LAX,LONDON",15.284495553795832,3
MRY,"MRY,SFO,LONDON",14.565325630715664,3
NAN,"NAN,ICN,LONDON",28.30677841636935,3
RDM,"RDM,SEA,LONDON",13.444701542824625,3
STS,"STS,PDX,YYC,LONDON",14.471133637011611,4
LBA,"LBA,LONDON",0.4563056148340514,2
LGB,"LGB,LAS,LONDON",14.610801817353936,3
LUX,"LUX,LONDON",0.8518587384359475,2
NCL,"NCL,LONDON",0.6662290852101779,2
RTM,"RTM,LONDON",0.5585461639865421,2
SVG,"SVG,LONDON",1.50182438690954,2
VVI,"VVI,MAD,LONDON",16.948025326349356,3
LSE,"LSE,MSP,LONDON",11.059816850940104,3
MAO,"MAO,PMV,GND,UVF,LONDON",14.812644012635138,5
POP,"POP,PUJ,LONDON",11.923900414546875,3
REC,"REC,LIS,LONDON",12.3826420554003,3
SKB,"SKB,ANU,LONDON",11.099552704858485,3
STI,"STI,SJU,ANU,LONDON",12.54000055533456,4
MQT,"MQT,DTW,LONDON",11.013871075181843,3
RST,"RST,MSP,LONDON",10.944188790965589,3
SUX,"SUX,ORD,LONDON",11.742572700531035,3
TOL,"TOL,ORD,LONDON",11.146845189759723,3
TVC,"TVC,DTW,LONDON",10.634192613591999,3
YKF,"YKF,ORD,LONDON",11.636573905993716,3
SCE,"SCE,PHL,LONDON",9.89876750796606,3
SWF,"SWF,PHL,LONDON",9.830462447360585,3
SBA,"SBA,LAX,LONDON",14.836339871756122,3
SBP,"SBP,SFO,LONDON",14.870055697049253,3
YUM,"YUM,PHX,LONDON",14.5337020204261,3
PMC,"PMC,SCL,MAD,LONDON",21.480494139322193,4
PUQ,"PUQ,RGL,CRD,REL,EZE,LONDON",22.3786340125703,6
ACE,"ACE,LONDON",4.567872955737242,2
FUE,"FUE,LONDON",4.668049256793242,2
ALC,"ALC,LONDON",2.455025489041505,2
FMO,"FMO,BRE,LONDON",1.285716114132673,3
PAD,"PAD,MUC,LONDON",2.2760289455529588,3
MAH,"MAH,LONDON",2.241377930821248,2
NBE,"NBE,LONDON",3.2007931585645344,2
DJE,"DJE,MRS,LONDON",3.5992126541919154,3
FNC,"FNC,LONDON",4.133185812989373,2
GCI,"GCI,LONDON",0.4680491354763241,2
JER,"JER,LONDON",0.4805386003253144,2
PDL,"PDL,LONDON",4.168157580711002,2
PVK,"PVK,LONDON",3.592469103982901,2
SPC,"SPC,TFN,SCQ,LONDON",5.043947881702174,4
VRA,"VRA,YHZ,LONDON",12.519745094902374,3
GDN,"GDN,LONDON",2.1624405704246317,2
LNZ,"LNZ,LONDON",1.8401583123514507,2
INN,"INN,LONDON",1.6178386267151479,2
LEI,"LEI,LONDON",2.733986223693311,2
MLA,"MLA,LONDON",3.5065572094272883,2
SCN,"SCN,LUX,LONDON",0.9843336974030166,3
SVQ,"SVQ,LONDON",2.712767049963192,2
VLC,"VLC,LONDON",2.231241377313358,2
VOL,"VOL,HHN,LONDON",3.787925743561409,3
GNM,"GNM,SSA,LIS,LONDON",14.28903751779539,4
LAZ,"LAZ,SSA,LIS,LONDON",14.370018240787886,4
ADD,"ADD,LONDON",9.866106047653881,2
AZS,"AZS,POP,PUJ,LONDON",12.09477384026675,4
BJM,"BJM,BRU,LONDON",11.369756189420388,3
KGL,"KGL,BRU,LONDON",11.179967257493214,3
LAD,"LAD,LONDON",11.400978726919567,2
CCC,"CCC,MAN,LONDON",12.260603323050566,3
VNO,"VNO,LONDON",2.897493685591807,2
YMM,"YMM,YEG,LONDON",12.014707870057144,3
YQR,"YQR,YEG,LONDON",12.496221813407512,3
YXE,"YXE,YEG,LONDON",12.146262659875793,3
FIH,"FIH,CDG,LONDON",10.693860489039231,3
HOG,"HOG,MAN,LONDON",12.263384767912665,3
YYT,"YYT,LONDON",6.199257344801817,2
YXU,"YXU,YYZ,LONDON",9.752826966779857,3
SNU,"SNU,YHZ,LONDON",12.487400187204123,3
TRD,"TRD,LONDON",2.4725920234468246,2
YAM,"YAM,YYZ,LONDON",10.339057357953774,3
